"Bill Pascrell, Jr.",New Jersey
Steve Rothman,New Jersey
Donald M. Payne,New Jersey
Rodney Frelinghuysen,New Jersey
"Rush D. Holt, Jr.",New Jersey
Bob Menendez,New Jersey
Heather Wilson,New Mexico
Joe Skeen,New Mexico
Tom Udall,New Mexico
Michael Forbes,New York
Rick Lazio,New York
Peter T. King,New York
Carolyn McCarthy,New York
Gary Ackerman,New York
Gregory W. Meeks,New York
Joseph Crowley,New York
Jerrold Nadler,New York
Anthony D. Weiner,New York
Edolphus Towns,New York
Major Owens,New York
Nydia Velázquez,New York
Vito Fossella,New York
Carolyn B. Maloney,New York
Charles Rangel,New York
José Serrano,New York
Eliot L. Engel,New York
Nita Lowey,New York
Sue W. Kelly,New York
Benjamin A. Gilman,New York
Michael R. McNulty,New York
John E. Sweeney,New York
Sherwood Boehlert,New York
John M. McHugh,New York
James T. Walsh,New York
Maurice Hinchey,New York
Thomas M. Reynolds,New York
Louise McIntosh Slaughter,New York
John J. LaFalce,New York
Jack Quinn,New York
Amo Houghton,New York
Eva M. Clayton,North Carolina
Bob Etheridge,North Carolina
Walter B. Jones,North Carolina
David Price,North Carolina
Richard Burr,North Carolina
Howard Coble,North Carolina
Mike McIntyre,North Carolina
Robin Hayes,North Carolina
Sue Wilkins Myrick,North Carolina
Cass Ballenger,North Carolina
Charles H. Taylor,North Carolina
Mel Watt,North Carolina
Earl Pomeroy,North Dakota
Steve Chabot,Ohio
Rob Portman,Ohio
Tony P. Hall,Ohio
Mike Oxley,Ohio
Paul Gillmor,Ohio
Ted Strickland,Ohio
Dave Hobson,Ohio
John Boehner,Ohio
Marcy Kaptur,Ohio
Dennis Kucinich,Ohio
Stephanie Tubbs Jones,Ohio
John Kasich,Ohio
Sherrod Brown,Ohio
Thomas C. Sawyer,Ohio
Deborah Pryce,Ohio
Ralph Regula,Ohio
James Traficant,Ohio
Bob Ney,Ohio
Steve LaTourette,Ohio
Steve Largent,Oklahoma
Tom Coburn,Oklahoma
Wes Watkins,Oklahoma
J.C. Watts,Oklahoma
Ernest Istook,Oklahoma
Frank Lucas,Oklahoma
David Wu,Oregon
Greg Walden,Oregon
Earl Blumenauer,Oregon
Peter DeFazio,Oregon
Darlene Hooley,Oregon
Bob Brady,Pennsylvania
Chaka Fattah,Pennsylvania
"Robert A. Borski, Jr.",Pennsylvania
Ron Klink,Pennsylvania
John E. Peterson,Pennsylvania
Tim Holden,Pennsylvania
Curt Weldon,Pennsylvania
James C. Greenwood,Pennsylvania
Bud Shuster,Pennsylvania
Don Sherwood,Pennsylvania
Paul Kanjorski,Pennsylvania
John Murtha,Pennsylvania
Joseph M. Hoeffel,Pennsylvania
William J. Coyne,Pennsylvania
Patrick J. Toomey,Pennsylvania
Joseph R. Pitts,Pennsylvania
George W. Gekas,Pennsylvania
Michael F. Doyle,Pennsylvania
William F. Goodling,Pennsylvania
Frank Mascara,Pennsylvania
Phil English,Pennsylvania
Patrick J. Kennedy,Rhode Island
Robert Weygand,Rhode Island
Mark Sanford,South Carolina
Floyd Spence,South Carolina
Lindsey Graham,South Carolina
Jim DeMint,South Carolina
John Spratt,South Carolina
Jim Clyburn,South Carolina
John Thune,South Dakota
William L. Jenkins,Tennessee
John Duncan,Tennessee
Zach Wamp,Tennessee
Van Hilleary,Tennessee
Bob Clement,Tennessee
Bart Gordon,Tennessee
Ed Bryant,Tennessee
John S. Tanner,Tennessee
"Harold Ford, Jr.",Tennessee
Max Sandlin,Texas
Jim Turner,Texas
Sam Johnson,Texas
Ralph Hall,Texas
Pete Sessions,Texas
Joe Barton,Texas
"William Reynolds Archer, Jr.",Texas
Kevin Brady,Texas
Nick Lampson,Texas
Lloyd Doggett,Texas
Chet Edwards,Texas
Kay Granger,Texas
Mac Thornberry,Texas
Ron Paul,Texas
Rubén Hinojosa,Texas
Silvestre Reyes,Texas
Charles Stenholm,Texas
Sheila Jackson-Lee,Texas
Larry Combest,Texas
Charlie Gonzalez,Texas
Lamar S. Smith,Texas
Tom DeLay,Texas
Henry Bonilla,Texas
Martin Frost,Texas
Ken Bentsen,Texas
Dick Armey,Texas
Solomon P. Ortiz,Texas
Ciro Rodriguez,Texas
Gene Green,Texas
Eddie Bernice Johnson,Texas
James V. Hansen,Utah
Merrill Cook,Utah
Chris Cannon,Utah
Bernie Sanders,Vermont
Herbert H. Bateman,Virginia
Owen B. Pickett,Virginia
Robert C. Scott,Virginia
Norman Sisisky,Virginia
Virgil Goode,Virginia
Bob Goodlatte,Virginia
"Thomas J. Bliley, Jr.",Virginia
Jim Moran,Virginia
Rick Boucher,Virginia
Frank Wolf,Virginia
Thomas M. Davis,Virginia
Jay Inslee,Washington
Jack Metcalf,Washington
Brian Baird,Washington
Doc Hastings,Washington
George Nethercutt,Washington
Norman D. Dicks,Washington
Jim McDermott,Washington
Jennifer Dunn,Washington
Adam Smith,Washington
Alan Mollohan,West Virginia
Bob Wise,West Virginia
Nick Rahall,West Virginia
Paul Ryan,Wisconsin
Tammy Baldwin,Wisconsin
Ron Kind,Wisconsin
Gerald D. Kleczka,Wisconsin
Tom Barrett,Wisconsin
Tom Petri,Wisconsin
Dave Obey,Wisconsin
Mark Green,Wisconsin
Jim Sensenbrenner,Wisconsin
Barbara Cubin,Wyoming
